ques_no,subject,chapter_name,section_name,question_text,matched_knowledge_point,status,reason
95,高中化學,物質的組成與形成,物質的分類與分離方法,下列何者不屬於「物質」？(A)金(B)木(C)水(D)火(E)土《答案》D《解析》物質占有空間、具有質量。,物質性質與分類,matched,
96,高中化學,物質的組成與形成,物質的分類與分離方法,下列何者不是純物質的特性？(A)有一定的熔點與沸點(B)僅由單一元素組成(C)用物理方法不能分出本身以外的物質(D)有固定的密度(E)有固定的組成《答案》B《解析》(B)可以是元素或化合物,物質性質與分類,matched,
97,高中化學,物質的組成與形成,物質的分類與分離方法,製酒發酵過程中產生過濃的酒精可以將酵母殺死，無法繼續發酵，所以經發酵釀造的酒類含酒精濃度最高不會超過20%，但若將釀造酒經過蒸餾再冷凝可收集得到酒精濃度70%以上的烈酒。下列何者不是在上述蒸餾裝置中必...,蒸餾法,matched,
98,高中化學,物質的組成與形成,物質的分類與分離方法,萃取時，使用分液漏斗來分離兩互不相溶的液體，下列何者為分液漏斗？(A)甲(B)乙(C)丙(D)丁(E)戊《答案》C《解析》甲：布氏漏斗(或稱瓷漏斗、抽濾漏斗)。乙：薊頭漏斗。丁：漏斗。戊：吸量管,萃取法,matched,
99,高中化學,物質的組成與形成,物質的分類與分離方法,附圖為蒸餾裝置，試指出裝置中需要修正之處為何？(A)溫度計位置(B)加熱裝置(C)冷水入口(D)收集瓶位置(E)蒸餾瓶《答案》A《解析》溫度計的底部應在圓底燒瓶的側管位置。,,skipped,題目提到圖片相關內容: 圖為
100,高中化學,物質的組成與形成,物質的分類與分離方法,下列何種純化方法，最適合用來分離食鹽水溶液？(A)蒸餾法(B)過濾法(C)傾析法(D)離心法(E)濾紙色層析法《答案》A《解析》(B)用於不均勻混合物的分離(C)用於不均勻混合物的分離(D)用於不均勻...,蒸餾法,matched,
101,高中化學,物質的組成與形成,物質的分類與分離方法,下列哪一種分離技術是利用物質的附著力差異來分離混合物？(A)蒸餾(B)色層分析(C)傾析(D)過濾(E)萃取《答案》B《解析》(A)利用沸點差異(C)利用密度差異(D)利用溶質顆粒大小差異(E)利用溶...,層析法,matched,
102,高中化學,物質的組成與形成,物質的分類與分離方法,下列關於混合物分離與純化的方法，哪個組合完全正確？《答案》B《解析》(A)竹筷以鋁箔包住加熱為乾餾，蒸餾的例子應如從墨水中蒸餾分離出水(C)為「再」結晶，且應將此固體混合物先溶於熱水中(D)乙醇可溶...,物質性質與分類,matched,
103,高中化學,物質的組成與形成,物質的分類與分離方法,一混合物經濾紙層析後，結果如附圖。若各成分與濾紙間的作用力為F1，各成分與展開液間的作用力為F2，則混合物中的哪一種成分之（F2－F1）值最大？(A)甲(B)乙(C)丙(D)丁(E)戊《答案》E《解...,,skipped,題目提到圖片相關內容: 附圖
104,高中化學,物質的組成與形成,物質的分類與分離方法,無咖啡因（或低咖啡因）的咖啡，能滿足某些喜歡咖啡的香味、卻不希望攝取過量咖啡因的人們。若欲在實驗室裡，從咖啡豆中將咖啡因分離，可先取一裝有熱水的燒杯，倒入咖啡豆後，緩緩加熱、浸泡咖啡豆一段時間，待冷卻...,萃取法,matched,
105,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關物質分類的敘述，何者正確？(A)葡萄糖是由碳、氫、氧三種元素組成，故葡萄糖為混合物(B)純鐵容易生鏽，所以純鐵不是純物質(C)水經電解可以得到氫氣及氧氣，表示水是由氫與氧組成的純物質(D)酒精...,物質性質與分類,matched,
106,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關物質分類與性質之敘述，何者正確？(A)不鏽鋼不易生鏽，所以是純物質(B)相同原子所組成的元素僅有一種結構(C)由兩種相同元素組成的多種化合物，性質必定相同(D)純物質甲受熱分解產生純物質乙及氣...,物質性質與分類,matched,
107,高中化學,物質的組成與形成,物質的分類與分離方法,國哥在實驗室找到了下列各組混合物，在常壓下何者最適合以蒸餾法予以分離？(A)碳酸鈉、碳酸鈣(B)汽油、水(C)食鹽、葡萄糖(D)食鹽、水(E)氧氣、氮氣。《答案》D《解析》常溫常壓下，狀態不同者，適合...,蒸餾法,matched,
108,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關常見物質分類的敘述，何者正確？(A)酒為純乙醇組成，屬純物質(B)合金由兩種以上元素組成，屬化合物(C)某一物質的沸點不固定，屬混合物(D)冰、水、水蒸氣共存時，屬混合物(E)鹽酸屬於純物質。...,物質性質與分類,matched,
109,高中化學,物質的組成與形成,物質的分類與分離方法,有甲、乙、丙、丁四種液體，甲與乙都是無色透明，丙是紅色液體，丁是混濁白色。將四者置於蒸發皿加熱後，甲無任何殘餘物，乙留有白色固體，丙留有紅色固體，丁有白色固體。則何者可能為純物質？(A)甲(B)乙(C...,物質性質與分類,matched,
110,高中化學,物質的組成與形成,物質的分類與分離方法,昌喵在網路上搜尋到有關純化方法的原理敘述，何者是正確的呢？(A)傾析法是利用物質顆粒大小的差異來分離物質(B)過濾法是利用物質沸點高低差異來分離物質(C)層析是利用物質於兩相間附著力的差異來分離物質(...,層析法,matched,
111,高中化學,物質的組成與形成,物質的分類與分離方法,強哥在紙上以圖示的方式來表示物質的狀態和組成，則附圖中何者代表氣態混合物？(A)(B)(C)(D)(E)《答案》D《解析》(A)液態元素； (B)固態元素； (C)氣態化合物； (D)氣態混...,,skipped,題目提到圖片相關內容: 圖中
112,高中化學,物質的組成與形成,物質的分類與分離方法,電解碘化鉀水溶液時，碘會在陽極形成，並溶於碘化鉀溶液中而呈紅棕色，今將陽極的溶液取出，與適量的正己烷混合，結果碘溶入正己烷呈現紫色溶液，請問上述將碘與碘化鉀溶液分離的方法稱為(A)再結晶(B)傾析(C...,萃取法,matched,
113,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關純物質與混合物的敘述，何者正確？(A)冰、水、水蒸氣共存時屬純物質(B)定壓下，雙氧水的沸點為定值(C)95無鉛汽油中各成分的比例固定(D)氯化鈉可經由物理變化分解為納與氯氣(E)合金由兩種以...,物質性質與分類,matched,
114,高中化學,物質的組成與形成,物質的分類與分離方法,濾紙層析是分離混合物的一種簡便方法。首先用鉛筆在長條形濾紙上，距上、下緣適當距離處（約1公分）各劃一細線（如圖的X、Y橫線）；然後在Z處點好樣品後，再放入裝有適當展開液之展開槽中進行分離。上圖中甲、...,,skipped,題目提到圖片相關內容: 如圖
115,高中化學,物質的組成與形成,物質的分類與分離方法,有關甲、乙、丙、丁四圖所含的物質，下列敘述何者最合理？(A)甲圖中是化合物	(B)乙圖中是混合物(C)丙圖中是純物質(D)丁圖中是元素(E)丙、丁二圖中的物質均為混合物。《答案》D《解析》甲為混合物...,,skipped,題目提到圖片相關內容: 圖中
116,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關混合物分離的方法，何者錯誤？(A)以蒸餾法分離物質時，沸點低者會先餾出(B)可以用乙醇來萃取紅茶中的咖啡因(C)葉綠素與葉黃素對濾紙的附著力不同，可用濾紙色層分析法分離(D)汽油加入水中時，利...,萃取法,matched,
117,高中化學,物質的組成與形成,物質的分類與分離方法,小美做實驗時，不慎將硫酸鈣、碘及鐵粉打翻混合，下列哪種方法是較合適的分離法？(A)先加水過濾，再加熱(B)先加熱，再加水過濾(C)加熱至100(C，再使用鹽酸溶解過濾(D)先使用磁鐵，再緩緩加熱（不超...,物質性質與分類,matched,
118,高中化學,物質的組成與形成,物質的分類與分離方法,下列何種液體在一大氣壓時，沒有固定的沸點？(A)液態氨(B)92無鉛汽油(C)乙醇(D)水(E)冰醋酸 《答案》B《解析》純物質有固定熔、沸點，混合物則否。,物質性質與分類,matched,
119,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關物質的分類與性質的敘述，何者正確？(A)化合物沒有一定的性質(B)混合物仍具有個別組成物質的特性(C)所有純物質都無法再利用化學方法分解(D)氯化鈉是由鈉元素和氯元素組成，所以是混合物(E)兩...,物質性質與分類,matched,
120,高中化學,物質的組成與形成,物質的分類與分離方法,下列對溶液的敘述，何者正確？(A)必以水為溶劑(B)溶液在常溫常壓一定為液態(C)18K金為一種溶液(D)兩物質形成溶液時均可以任意比例混合(E)溶液具有一定物性與化性 《答案》C《解析》(A)溶液中...,物質性質與分類,matched,
121,高中化學,物質的組成與形成,物質的分類與分離方法,附表中，每一代號各有兩種物質及鑑定方法，則哪些代號中的鑑別方法可適當區別混合物中的兩種物質？(A)丁(B)甲乙(C)甲丁(D)乙丙丁(E)甲乙丙 《答案》D《解析》(甲)兩者皆可通過濾紙。(乙)汽油...,物質性質與分類,matched,
122,高中化學,物質的組成與形成,物質的分類與分離方法,在濾紙層析法中，某一化合物在濾紙上升的高度與展開劑上升高度的比值，是化合物在該分析條件下的特性參數，稱為Rf值，即Rf ＝。現以此法分析綠葉色素，已知黃色之Rf值為0.4，而展開溶劑上升20公分，請...,層析法,matched,
123,高中化學,物質的組成與形成,物質的分類與分離方法,下列有關元素及原子概念的敘述，請指出何者正確？(水銀是合金形態的化合物，氨水是均勻的混合物(由兩種相同元素組成的多種化合物，性質必定相同(純物質甲受熱分解產生純物質乙及氣體丙，則物質甲可能為化合物(真...,物質性質與分類,matched,
124,高中化學,物質的組成與形成,物質的分類與分離方法,關於空氣成分的敘述，下列何者正確？(A)空氣中的氣體組成固定，所以空氣是化合物(B)氮氣結構中包含兩個氮原子，為化合物(C)氧氣是空氣中含量最多的氣體  (D)O2與CO2均為純物質(E)O2與O3都...,物質性質與分類,matched,
125,高中化學,物質的組成與形成,物質的分類與分離方法,下列關於混合物分離之敘述，何者錯誤？(A)進行蒸餾時，溫度計應直接插入溶液中測量溶液沸點(B)進行蒸餾時，冷凝管下方為冷水入口，上方為熱水出口(C)結晶與蒸餾都是利用物質沸點的差異性進行混合物分離(D...,蒸餾法,matched,
126,高中化學,物質的組成與形成,物質的分類與分離方法,附圖所示的裝置中，何者最適合用來製備和收集易溶於水，且密度比空氣小的氣體？《答案》A《解析》易溶於水且密度比空氣小，應採用「向下排空氣法」收集。,,skipped,題目提到圖片相關內容: 附圖
127,高中化學,物質的組成與形成,物質的分類與分離方法,下列何種方法不能區別出食鹽水及蒸餾水兩液體？(A)用濾紙過濾(B)測導電度(C)測沸點(D)測密度  (E)測凝固點  。《答案》A《解析》食鹽水與蒸餾水皆會通過濾紙。,過濾法,matched,
128,高中化學,物質的組成與形成,物質的分類與分離方法,附圖是某液態物質在一大氣壓下的「溫度-加熱時間」圖，試問此物質最不可能為下列何者？(A)乙醇(B)液態空氣(C)碘酒(D)汽油  (E)食鹽水  。《答案》A《解析》由圖可知，沸點不固定，應為混合物...,,skipped,題目提到圖片相關內容: 附圖
